,Unnamed: 0,imdb_id,profit,Actors,Director,Genre,IMDB Rating,IMDB Votes,Production,Rated,Year,imdbID
271,1128,tt0099423,170031094,"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson",Renny Harlin,"Action, Thriller",7.1,"288,901",20th Century Fox,R,1990,tt0099423
272,1130,tt0099685,21836394,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco",Martin Scorsese,"Crime, Drama",8.7,"803,460",Warner Bros.,R,1990,tt0099685
273,1138,tt0104952,53088552,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield",Jonathan Lynn,"Comedy, Crime",7.5,"88,917",Twentieth Century Fox Home Entertainment,R,1992,tt0104952
274,1139,tt0103772,303927224,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn",Paul Verhoeven,"Drama, Mystery, Thriller",6.9,"144,206",Artisan Entertainment,R,1992,tt0103772
275,1141,tt0116213,142295562,"Arnold Schwarzenegger, James Caan, Vanessa Williams, James Coburn",Chuck Russell,"Action, Drama, Mystery",6.1,"90,172",Warner Home Video,R,1996,tt0116213
276,1143,tt0116353,258263,"Hedy Burress, Angelina Jolie, Jenny Lewis, Jenny Shimizu",Annette Haywood-Carter,Drama,6.2,"7,432",Rysher Entertainment,R,1996,tt0116353
277,1145,tt0119095,14000000,"Harvey Keitel, Jason Salkey, Peter O'Toole, Lara Morgan",Charles Sturridge,"Drama, Family, Fantasy",6.5,"4,932",Paramount Pictures,PG,1997,tt0119095
278,1147,tt0118880,149012234,"Colm Meaney, Mykelti Williamson, Nick Chinlund, Renoly Santiago",Simon West,"Action, Crime, Thriller",6.8,"240,212",Disney,R,1997,tt0118880
279,1148,tt0119094,165676146,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola",John Woo,"Action, Crime, Sci-Fi",7.3,"302,951",Paramount Pictures,R,1997,tt0119094
280,1153,tt0118583,92000000,"Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman",Jean-Pierre Jeunet,"Action, Horror, Sci-Fi",6.2,"191,490",Twentieth Century Fox Home Entertainment,R,1997,tt0118583
281,1158,tt0120902,123198313,"David Duchovny, Gillian Anderson, John Neville, William B. Davis",Rob Bowman,"Drama, Mystery, Sci-Fi",7.0,"90,532",Twentieth Century Fox Home Entertainment,PG-13,1998,tt0120902
282,1161,tt0118884,81120329,"Jena Malone, David Morse, Jodie Foster, Geoffrey Blake",Robert Zemeckis,"Drama, Mystery, Sci-Fi",7.4,"218,294",Warner Home Video,PG,1997,tt0118884
283,1162,tt0118571,230156409,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson",Wolfgang Petersen,"Action, Adventure, Drama",6.5,"156,389",Columbia Pictures,R,1997,tt0118571
284,1165,tt0118929,200316,"Rufus Sewell, William Hurt, Kiefer Sutherland, Jennifer Connelly",Alex Proyas,"Mystery, Sci-Fi, Thriller",7.7,"167,533",York,R,1998,tt0118929
285,1168,tt0169388,278161,"Dadon, Jampa Kelsang, Richard Chang, Yu Lu",Paul Wagner,"Drama, Music, Romance",7.0,150,Paul Wagner Productions,N/A,1998,tt0169388
286,1173,tt0120363,407366869,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","Animation, Adventure, Comedy",7.9,"420,736",Buena Vista Pictures,G,1999,tt0120363
287,1183,tt0119698,132875308,"Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio",Hayao Miyazaki,"Animation, Adventure, Fantasy",8.4,"252,616",Miramax Films,PG-13,1997,tt0119698
288,1187,tt0120591,413799566,"Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler",Michael Bay,"Action, Adventure, Sci-Fi",6.6,"345,434",Buena Vista,PG-13,1998,tt0120591
289,1194,tt0188030,3000000,"Fernando Fernán Gómez, Manuel Lozano, Uxía Blanco, Gonzalo Uriarte",José Luis Cuerda,Drama,7.6,"6,831",Sogetel,R,1999,tt0188030
290,1195,tt0120363,407366869,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","Animation, Adventure, Comedy",7.9,"420,736",Buena Vista Pictures,G,1999,tt0120363
291,1205,tt0222368,1069154,"Emma Vilarasau, Karra Elejalde, Tristán Ulloa, Toni Sevilla",Jaume Balagueró,"Drama, Horror, Mystery",5.9,"6,295",N/A,R,1999,tt0222368
292,1206,tt0120363,407366869,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","Animation, Adventure, Comedy",7.9,"420,736",Buena Vista Pictures,G,1999,tt0120363
293,1215,tt0266308,20500000,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Takeshi Kitano",Kinji Fukasaku,"Adventure, Drama, Sci-Fi",7.7,"148,352",Anchor Bay Entertainment,NOT RATED,2000,tt0266308
294,1219,tt0126029,424409218,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Andrew Adamson, Vicky Jenson","Animation, Adventure, Comedy",7.9,"506,873",Dreamworks,PG,2001,tt0126029
295,1222,tt0118971,95944660,"Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones",Taylor Hackford,"Drama, Mystery, Thriller",7.5,"279,671",Warner Home Video,R,1997,tt0118971
296,1224,tt0120338,1645034188,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates",James Cameron,"Drama, Romance",7.8,"865,083",Paramount Pictures,PG-13,1997,tt0120338
297,1225,tt0118604,4570463,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman",Anthony Waller,"Comedy, Fantasy, Horror",5.1,"20,273",Hollywood Pictures,R,1997,tt0118604
298,1229,tt0120611,86183530,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright",Stephen Norrington,"Action, Horror",7.1,"207,875",New Line Cinema,R,1998,tt0120611
299,1233,tt0218553,12686644,"Miki Nakatani, Hitomi Satô, Kyoko Fukada, Fumiyo Kohinata",Hideo Nakata,"Horror, Mystery, Sci-Fi",6.0,"10,691",Kadokawa Shoten Publishing Company,NOT RATED,1999,tt0218553
300,1234,tt0163651,224483004,"Jason Biggs, Chris Klein, Thomas Ian Nicholas, Alyson Hannigan","Paul Weitz, Chris Weitz",Comedy,7.0,"333,147",Universal Pictures,R,1999,tt0163651
301,1235,tt0137523,37853753,"Edward Norton, Brad Pitt, Meat Loaf, Zach Grenier",David Fincher,Drama,8.8,"1,499,074",20th Century Fox,R,1999,tt0137523
302,1238,tt0146882,17126295,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black",Stephen Frears,"Comedy, Drama, Music",7.5,"150,550",Buena Vista,R,2000,tt0146882
303,1239,tt0186151,37106245,"Dennis Quaid, Jim Caviezel, Shawn Doyle, Elizabeth Mitchell",Gregory Hoblit,"Crime, Drama, Mystery",7.4,"88,022",New Line Cinema,PG-13,2000,tt0186151
304,1241,tt0119008,6954997,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby",Mike Newell,"Biography, Crime, Drama",7.8,"240,243",TriStar,R,1997,tt0119008
305,1242,tt0118826,75114,"Michael Caton, Anne Tenney, Stephen Curry, Anthony Simcoe",Rob Sitch,"Comedy, Drama",7.7,"12,750",Miramax Films,R,1997,tt0118826
306,1245,tt0119217,215933435,"Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton",Gus Van Sant,Drama,8.3,"678,656",Miramax Films,R,1997,tt0119217
307,1246,tt0120902,123198313,"David Duchovny, Gillian Anderson, John Neville, William B. Davis",Rob Bowman,"Drama, Mystery, Sci-Fi",7.0,"90,532",Twentieth Century Fox Home Entertainment,PG-13,1998,tt0120902
308,1248,tt0147800,37478166,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik",Gil Junger,"Comedy, Drama, Romance",7.2,"244,147",Buena Vista Pictures,PG-13,1999,tt0147800
309,1254,tt0227538,112934180,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",Robert Rodriguez,"Action, Adventure, Comedy",5.4,"90,788",Dimension Films,PG,2001,tt0227538
310,1255,tt0271027,39437847,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan",Chris Nahon,"Action, Crime, Drama",6.6,"55,577",20th Century Fox,R,2001,tt0271027
311,1256,tt0198781,447816256,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi","Pete Docter, David Silverman(co-director), Lee Unkrich(co-director)","Animation, Adventure, Comedy",8.1,"655,992",Buena Vista Distribution Compa,G,2001,tt0198781
312,1257,tt0241527,851475550,"Richard Harris, Maggie Smith, Robbie Coltrane, Saunders Triplets",Chris Columbus,"Adventure, Family, Fantasy",7.5,"500,024",Warner Bros. Pictures,PG,2001,tt0241527
313,1261,tt0211915,163921954,"Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta",Jean-Pierre Jeunet,"Comedy, Romance",8.4,"589,108",Miramax Films,R,2001,tt0211915
314,1262,tt0230011,66053725,"Michael J. Fox, Corey Burton, James Garner, Claudia Christian","Gary Trousdale, Kirk Wise","Animation, Action, Adventure",6.8,"81,183",Walt Disney Pictures,PG,2001,tt0230011
315,1268,tt0275847,65771527,"Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers","Dean DeBlois, Chris Sanders","Animation, Adventure, Comedy",7.2,"131,512",Buena Vista Distribution Compa,PG,2002,tt0275847
316,1269,tt0252076,99906693,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci",Wayne Wang,"Comedy, Drama, Romance",5.1,"73,170",Columbia Pictures,PG-13,2002,tt0252076
317,1271,tt0283426,115680000,"John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk",Steve Trenbirth,"Animation, Adventure, Family",5.4,"12,581",Buena Vista,G,2003,tt0283426
318,1272,tt0309987,121165,"Michael Pitt, Eva Green, Louis Garrel, Anna Chancellor",Bernardo Bertolucci,"Drama, Romance",7.2,"90,118",Fox Searchlight Pictures,NC-17,2003,tt0309987
319,1277,tt0387564,102711669,"Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung",James Wan,"Horror, Mystery, Thriller",7.7,"323,080",Lions Gate Films,R,2004,tt0387564
320,1280,tt0116705,69832389,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson",Brian Levant,"Comedy, Family",5.5,"74,611",20th Century Fox,PG,1996,tt0116705
321,1285,tt0125439,321889678,"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans",Roger Michell,"Comedy, Drama, Romance",7.1,"220,662",Universal Pictures,PG-13,1999,tt0125439
322,1289,tt0144084,27266564,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",Mary Harron,"Crime, Drama",7.6,"393,003",Lions Gate Films,R,2000,tt0144084
323,1291,tt0204946,62449929,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union",Peyton Reed,"Comedy, Romance, Sport",6.0,"74,765",Universal Pictures,PG-13,2000,tt0204946
324,1294,tt0245429,259925095,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naitô",Hayao Miyazaki,"Animation, Adventure, Family",8.6,"477,601",Walt Disney Pictures,PG,2001,tt0245429
325,1297,tt0251806,13102295,"Joe Absolom, Lara Belmont, Melanie Gutteridge, Lukas Haas",Marcus Adams,"Horror, Thriller",4.9,"5,107",Universal Focus,R,2002,tt0251806
326,1304,tt0088933,85313124,"Don Ameche, Wilford Brimley, Hume Cronyn, Brian Dennehy",Ron Howard,Sci-Fi,6.7,"48,195",Twentieth Century Fox Home Entertainment,PG-13,1985,tt0088933
327,1308,tt0090180,17307019,"William Petersen, Willem Dafoe, John Pankow, Debra Feuer",William Friedkin,"Action, Crime, Drama",7.3,"23,310",MGM Home Entertainment,R,1985,tt0090180
328,1313,tt0091670,300653,"Erland Josephson, Susan Fleetwood, Allan Edwall, Guðrún Gísladóttir",Andrei Tarkovsky,Drama,8.1,"16,717",Argos Films,PG,1986,tt0091670
329,1316,tt0090567,5186646,"Roy Scheider, Ann-Margret, Vanity, John Glover",John Frankenheimer,"Crime, Thriller",6.4,"3,895",Cannon Group,R,1986,tt0090567
330,1318,tt0093191,700000,"Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois",Wim Wenders,"Drama, Fantasy, Romance",8.1,"51,544",Criterion Collection,PG-13,1987,tt0093191
331,1334,tt0116839,2409225,"Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget",Farhad Mann,"Action, Sci-Fi, Thriller",2.4,"8,304",New Line Home Entertainment,PG-13,1996,tt0116839
332,1343,tt0103874,175862692,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves",Francis Ford Coppola,Horror,7.5,"156,106",Columbia Pictures,R,1992,tt0103874
333,1344,tt0104257,203240178,"Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon",Rob Reiner,"Drama, Thriller",7.7,"196,376",Columbia Pictures,R,1992,tt0104257
334,1347,tt0107688,57634409,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey",Henry Selick,"Animation, Family, Fantasy",8.0,"243,746",Touchstone Pictures,PG,1993,tt0107688
335,1351,tt0110366,67308282,"Travis Tedford, Kevin Jamal Woods, Jordan Warkol, Zachary Mabry",Penelope Spheeris,"Comedy, Family, Romance",6.3,"36,829",MCA Universal Home Video,PG,1994,tt0110366
336,1354,tt0109686,231275374,"Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr","Peter Farrelly, Bobby Farrelly",Comedy,7.3,"307,514",Warner Bros,PG-13,1994,tt0109686
337,1358,tt0112864,276101666,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",John McTiernan,"Action, Adventure, Thriller",7.6,"318,567",Twentieth Century Fox Home Entertainment,R,1995,tt0112864
338,1362,tt0120616,335885488,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",Stephen Sommers,"Action, Adventure, Fantasy",7.0,"342,056",Universal Pictures,PG-13,1999,tt0120616
339,1368,tt0146675,111989043,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak",Peter Hyams,"Action, Fantasy, Horror",5.7,"94,353",Universal Pictures,R,1999,tt0146675
340,1371,tt0216216,14085477,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",Roger Spottiswoode,"Action, Mystery, Sci-Fi",5.9,"104,888",Columbia Pictures,PG-13,2000,tt0216216
341,1376,tt0209163,335013274,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo",Stephen Sommers,"Action, Adventure, Fantasy",6.3,"265,068",Universal Pictures,PG-13,2001,tt0209163
342,1392,tt0258463,154034224,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen",Doug Liman,"Action, Mystery, Thriller",7.9,"443,820",Universal Pictures,PG-13,2002,tt0258463
343,1398,tt0253754,7312826,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",Stuart Baird,"Action, Adventure, Sci-Fi",6.4,"62,669",Paramount Pictures,PG-13,2002,tt0253754
344,1400,tt0160797,11000000,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley",William Friedkin,"Drama, Thriller, War",6.4,"39,422",Paramount Pictures,R,2000,tt0160797
345,1404,tt0190332,196525736,"Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang",Ang Lee,"Action, Adventure, Fantasy",7.9,"228,051",Sony Pictures Classics,PG-13,2000,tt0190332
346,1405,tt0126029,424409218,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Andrew Adamson, Vicky Jenson","Animation, Adventure, Comedy",7.9,"506,873",Dreamworks,PG,2001,tt0126029
347,1406,tt0287635,28023563,"Rica Matsumoto, Veronica Taylor, Rachael Lillis, Ikue Ôtani","Kunihiko Yuyama, Jim Malone","Animation, Action, Adventure",5.6,"5,999",N/A,G,2001,tt0287635
348,1414,tt0258463,154034224,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen",Doug Liman,"Action, Mystery, Thriller",7.9,"443,820",Universal Pictures,PG-13,2002,tt0258463
349,1428,tt0258000,148397415,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",David Fincher,"Crime, Drama, Thriller",6.8,"221,067",Sony Pictures,R,2002,tt0258000
350,1431,tt0338564,8708932,"Andy Lau, Tony Chiu-Wai Leung, Anthony Chau-Sang Wong, Eric Tsang","Wai-Keung Lau, Alan Mak","Crime, Drama, Mystery",8.1,"100,386",Miramax,R,2002,tt0338564
351,1435,tt1006926,14817006,"Sarah Chaney, Hiroaki Hirata, Shûichi Ikeda, Tarô Ishida",Kônosuke Uda,"Animation, Action, Adventure",7.5,925,N/A,TV-14,2003,tt1006926
352,1437,tt0318462,16756372,"Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán",Walter Salles,"Adventure, Biography, Drama",7.8,"87,566",Focus Features,R,2004,tt0318462
353,1438,tt1010435,13422333,"Takeshi Aono, Hiroaki Hirata, Masami Hisamoto, Kazuya Nakai",Kazuhisa Takenouchi,"Animation, Action, Adventure",7.0,849,N/A,TV-14,2004,tt1010435
354,1446,tt0159273,51753202,"Owen Wilson, Gene Hackman, Gabriel Macht, Charles Malik Whitfield",John Moore,"Action, Drama, Thriller",6.4,"90,898",20th Century Fox,PG-13,2001,tt0159273
355,1449,tt0187738,101010032,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela",Guillermo del Toro,"Action, Horror, Sci-Fi",6.7,"171,927",New Line Cinema,R,2002,tt0187738
356,1454,tt0304669,107855065,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",Michael Lembeck,"Comedy, Family, Fantasy",5.6,"38,290",Buena Vista Pictures,G,2002,tt0304669
357,1457,tt0266543,846335536,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe","Andrew Stanton, Lee Unkrich(co-director)","Animation, Adventure, Comedy",8.1,"776,169",Walt Disney Pictures,G,2003,tt0266543
358,1459,tt0325980,515011224,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",Gore Verbinski,"Action, Adventure, Fantasy",8.0,"890,485",Buena Vista Pictures,PG-13,2003,tt0325980
359,1466,tt0258463,154034224,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen",Doug Liman,"Action, Mystery, Thriller",7.9,"443,820",Universal Pictures,PG-13,2002,tt0258463
360,1467,tt0298130,201348933,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",Gore Verbinski,"Horror, Mystery",7.1,"275,825",DreamWorks SKG,PG-13,2002,tt0298130
361,1468,tt0295297,776688482,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",Chris Columbus,"Adventure, Family, Fantasy",7.4,"434,310",Warner Bros. Pictures,PG,2002,tt0295297
362,1471,tt0264464,300114312,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",Steven Spielberg,"Biography, Crime, Drama",8.1,"616,064",DreamWorks SKG,PG-13,2002,tt0264464
363,1476,tt0373692,604093,"Iñaki Miramón, Josema Yuste, Josep Julien, Cristina Solà",Raúl Marchand Sánchez,"Comedy, Crime",4.4,183,N/A,N/A,2003,tt0373692
364,1477,tt0305357,139175788,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",McG,"Action, Adventure, Comedy",4.8,"106,332",Columbia Pictures,PG-13,2003,tt0305357
365,1484,tt0338348,140875730,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye",Robert Zemeckis,"Animation, Adventure, Family",6.6,"134,649",Warner Bros. Pictures,G,2004,tt0338348
366,1485,tt0339291,69073645,"Jim Carrey, Liam Aiken, Emily Browning, Kara Hoffman",Brad Silberling,"Adventure, Comedy, Family",6.8,"172,646",Paramount Pictures,PG,2004,tt0339291
367,1491,tt0384806,89047131,"Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett",Andrew Douglas,"Drama, Horror, Mystery",6.0,"91,907",MGM,R,2005,tt0384806
368,1498,tt0454848,139376254,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer",Spike Lee,"Crime, Drama, Mystery",7.6,"290,988",Universal Pictures,R,2006,tt0454848
369,1500,tt0293662,22928932,"Jason Statham, Qi Shu, Matt Schulze, François Berléand","Louis Leterrier, Corey Yuen","Action, Crime, Thriller",6.8,"253,029",Fox,PG-13,2002,tt0293662
370,1501,tt0217505,93772504,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent",Martin Scorsese,"Crime, Drama",7.5,"340,696",Miramax Films,R,2002,tt0217505
371,1503,tt0292506,101191884,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",Roger Donaldson,"Action, Drama, Mystery",6.6,"119,063",Touchstone Pictures,PG-13,2003,tt0292506
372,1504,tt0172156,143339556,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union",Michael Bay,"Action, Comedy, Crime",6.6,"191,027",Sony Pictures Entertainment,R,2003,tt0172156
373,1505,tt0307987,53488889,"Billy Bob Thornton, Tony Cox, Brett Kelly, Lauren Graham",Terry Zwigoff,"Comedy, Crime, Drama",7.1,"118,382",Miramax Films,R,2003,tt0307987
374,1508,tt0318462,16756372,"Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán",Walter Salles,"Adventure, Biography, Drama",7.8,"87,566",Focus Features,R,2004,tt0318462
375,1512,tt0369339,152764291,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",Michael Mann,"Crime, Drama, Thriller",7.6,"313,441",Paramount Pictures,R,2004,tt0369339
376,1515,tt0359013,63905366,"Wesley Snipes, Kris Kristofferson, Dominic Purcell, Jessica Biel",David S. Goyer,"Action, Adventure, Horror",5.9,"143,541",New Line Cinema,R,2004,tt0359013
377,1523,tt0092948,50504655,"Eddie Murphy, Tatyana Ali, Billie Allen, Clebert Ford",Robert Townsend,"Documentary, Comedy",7.6,"15,983",Paramount Pictures,R,1987,tt0092948
378,1524,tt0097074,64227,"Roy Scheider, Adam Baldwin, Harley Cross, Cooper Huckabee",Eric Red,"Crime, Thriller",6.4,"1,447",Nelson Entertainment,R,1988,tt0097074
379,1534,tt0097428,178394738,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",Ivan Reitman,"Action, Comedy, Fantasy",6.5,"152,775",Sony Pictures Home Entertainment,PG,1989,tt0097428
380,1536,tt0098320,11554699,"Mitch Pileggi, John Tesh, Heather Langenkamp, Peter Berg",Wes Craven,"Comedy, Horror, Thriller",5.4,"12,185",MCA Universal Home Video,R,1989,tt0098320
381,1538,tt0097757,171343479,"Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll","Ron Clements, John Musker","Animation, Family, Fantasy",7.6,"188,456",Walt Disney Pictures,G,1989,tt0097757
382,1540,tt0116790,5770254,"Zdenek Sverák, Andrey Khalimon, Libuse Safránková, Ondrej Vetchý",Jan Sverák,"Comedy, Drama, Music",7.8,"12,798",Miramax,PG-13,1996,tt0116790
383,1542,tt0116629,741969268,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",Roland Emmerich,"Action, Adventure, Sci-Fi",7.0,"461,776",20th Century Fox,PG-13,1996,tt0116629
384,1545,tt0119054,9090,"Joshua Schaefer, Keri Russell, R.D. Robb, Mark L. Taylor",Michael Davis,"Comedy, Romance",6.3,"2,704",Underdog Productions,R,1997,tt0119054
385,1547,tt0119116,173920180,"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich",Luc Besson,"Action, Adventure, Sci-Fi",7.7,"372,187",Sony Pictures Home Entertainment,PG-13,1997,tt0119116
386,1567,tt0112818,28363635,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry",Tim Robbins,"Crime, Drama",7.6,"77,443",Gramercy Pictures,R,1995,tt0112818
387,1571,tt0115759,100270147,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo",John Woo,"Action, Adventure, Crime",6.0,"81,034",Twentieth Century Fox Home Entertainment,R,1996,tt0115759
388,1574,tt0116629,741969268,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",Roland Emmerich,"Action, Adventure, Sci-Fi",7.0,"461,776",20th Century Fox,PG-13,1996,tt0116629
389,1593,tt0287963,105090,"Coralie Revel, Sabrina Seyvecou, Roger Miremont, Fabrice Deville",Jean-Claude Brisseau,"Comedy, Drama, Fantasy",6.1,"3,924",First Run Features,UNRATED,2002,tt0287963
390,1594,tt0252076,99906693,"Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci",Wayne Wang,"Comedy, Drama, Romance",5.1,"73,170",Columbia Pictures,PG-13,2002,tt0252076
391,1596,tt0297753,8500,"Cécile De France, Michael Lonsdale, Victoria Abril, François Siener","Chris Delaporte, Pascal Pinon(co-director)","Animation, Adventure, Family",6.1,"3,553",Samuel Goldwyn Films,PG-13,2003,tt0297753
392,1598,tt0292506,101191884,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",Roger Donaldson,"Action, Drama, Mystery",6.6,"119,063",Touchstone Pictures,PG-13,2003,tt0292506
393,1600,tt0364569,11980005,"Min-sik Choi, Ji-tae Yu, Hye-jeong Kang, Dae-han Ji",Chan-wook Park,"Action, Drama, Mystery",8.4,"401,828",Tartan Films,R,2003,tt0364569
394,1603,tt0251127,127371441,"Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",Donald Petrie,"Comedy, Romance",6.4,"172,654",Paramount Pictures,PG-13,2003,tt0251127
395,1604,tt0301357,74584880,"Daniel Brühl, Katrin Saß, Chulpan Khamatova, Maria Simon",Wolfgang Becker,"Comedy, Drama, Romance",7.7,"121,540",Sony Pictures Classics,R,2003,tt0301357
396,1609,tt0322259,160350661,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser",John Singleton,"Action, Crime, Thriller",5.9,"211,724",Universal Pictures Distributio,PG-13,2003,tt0322259
397,1639,tt0298148,769838758,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews","Andrew Adamson, Kelly Asbury, Conrad Vernon","Animation, Adventure, Comedy",7.2,"343,742",DreamWorks SKG,PG,2004,tt0298148
398,1640,tt0298148,769838758,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews","Andrew Adamson, Kelly Asbury, Conrad Vernon","Animation, Adventure, Comedy",7.2,"343,742",DreamWorks SKG,PG,2004,tt0298148
399,1641,tt0212712,7271312,"Tony Chiu-Wai Leung, Li Gong, Faye Wong, Takuya Kimura",Kar-Wai Wong,"Drama, Romance, Sci-Fi",7.5,"44,042",Sony Pictures Classics,R,2004,tt0212712
400,1650,tt0398712,5294470,"Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello",Jean-François Richet,"Action, Crime, Drama",6.3,"68,161",Focus Features,R,2005,tt0398712
401,1655,tt0405422,83449237,"Steve Carell, Catherine Keener, Paul Rudd, Romany Malco",Judd Apatow,"Comedy, Romance",7.1,"335,330",Universal Pictures,R,2005,tt0405422
402,1658,tt0358273,158438883,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",James Mangold,"Biography, Drama, Music",7.9,"199,534",20th Century Fox,PG-13,2005,tt0358273
403,1663,tt0324216,97571655,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",Marcus Nispel,Horror,6.2,"115,130",New Line Cinema,R,2003,tt0324216
